"id","option_id","locale","text"
"00d92dd8-5c2f-4516-a8d7-3e1972df139e","4b8fd774-b7ac-4d1e-b16d-58d3452867f6","tr","Algoritmanın en kötü durumdaki zaman/yer karmaşıklığının üst sınırını"
"b2d9c29d-0887-4b4f-bc06-bf7273941946","ca338d22-e529-40d6-8f92-225db78c8814","tr","Algoritmanın tam çalışma süresini"
"aaa69a47-3ef1-4571-99ba-f6e6d1bc3d00","46e50af5-855f-4cda-898c-1d3dea3cf0b9","tr","Kodun satır sayısını"
"becc64f2-8b6f-4d0d-8e0b-049bf993666e","911600cc-a541-497a-ab1e-4983de19e61e","tr","Hiçbir anlamı yoktur"
"822fb46e-1c20-4e70-8ebf-8dbbd07f4593","87d1854d-99af-44c0-a2aa-4587f46a9fe0","tr","Sabit zaman — girdi boyutundan bağımsız çalışma süresi"
"d7a481a0-b1b1-43bc-bff6-71148fc52e6a","f89acae6-1511-4900-bbc2-2ad3a168aaf0","tr","Doğrusal zaman"
"5bf39195-bb80-4f76-8dac-822b48141737","7342b9fb-e27b-4282-81a2-982bd6e0ca53","tr","Logaritmik zaman"
"1370d17c-b0b4-4173-a969-fefd4a4e5744","690c603f-6c34-4897-a2b8-4dd46b2f75fd","tr","Karesel zaman"
"f4285d7c-538c-4844-b69e-8e0f79c0137c","200d0fac-d182-4743-88e3-96909ff910dd","tr","Doğrusal arama gibi, girdi boyutuyla doğru orantılı çalışma süresi"
"2e1bd416-e0fe-454c-8df5-85f7944106df","59ae849d-e5e3-4c47-9936-05ce20cf7813","tr","Sabit zaman"
"0e6279bf-f09c-4b10-b6de-3683813c4f4d","f784ee15-aab3-4685-b700-66057eaac27d","tr","Logaritmik zaman"
"616412a2-f909-49b9-a4f8-6407ffba1f4f","974e32b3-b065-488c-82e7-7e15f38fbc7d","tr","Üstel zaman"
"c2b075e3-ba1d-4ac9-a843-66a828988dd1","ac2f2f13-17c1-4186-bb63-22a1521fc863","tr","İç içe döngülerde (örn. nested loop ile dizi karşılaştırması)"
"ee0d38b1-4073-4321-8afd-32db714f97a4","9f8eba44-a050-4a17-aa1f-70b8499796fb","tr","Tek döngüde"
"d2d83cdd-4dfa-45cc-ae52-cffafe15dd22","ec618af9-792d-42c7-bf97-0fc901d0d9ad","tr","Sabit işlemlerde"
"51fd0b31-f958-476c-a750-c35d3df7b545","21cafdef-def9-44f5-a930-bb8a77ec9d68","tr","Hiçbir zaman"
"9462bd5f-36e6-4060-83c2-f6d771bc13ce","bd57cebb-7a99-4ab1-802d-b7455664ba85","tr","Algoritmanın kullandığı ek bellek miktarını"
"f2cf5607-1008-4cce-9e59-7d56c244bc20","475d2bfd-690e-4130-ada5-b005070c69cc","tr","Çalışma süresini"
"17c0c2bb-f45f-4da7-a249-c8a8bbb6fd17","78b65680-a032-41a2-9e5b-cf0ddbbab588","tr","Kod satır sayısını"
"532d564d-495c-4624-a373-1f4952a295b2","f3d24605-ef47-4ff1-ab19-139764e8e3f9","tr","Hiçbir şeyi"
"d5127399-6f80-428d-98d3-227124663949","647e22ce-d5e6-419e-b7fe-90c92327086a","tr","Bir dizi işlemin ortalama maliyetinin hesaplanması (en kötü tek işlem değil)"
"ebdba26d-e1c4-4d14-9c67-cc104df6f771","734e8d8d-4489-47fc-bc76-9c24de2a86df","tr","Yalnızca en kötü durumun hesaplanması"
"6cd0acc4-874f-43c4-9685-264cced4fee7","39e0ae6f-3036-4f43-a981-02d0ffb6f7c9","tr","Yalnızca en iyi durumun hesaplanması"
"1a36d590-6b6c-46b4-97a7-2775810b2acb","4222e64e-8c00-423d-8c2e-8fef32245f52","tr","Hiçbir anlamı yoktur"
