"id","question_id","locale","text"
"86e2ab67-80af-48e3-b6d9-661d719b5631","d26cad88-609b-4a0b-8fcc-c4f47f00b56c","tr","Singleton tasarım deseni neyi sağlar?"
"960787c7-f13a-4938-8e25-eb1999966862","87ef7615-1446-4252-b2a7-ba7488b7ef8c","tr","Factory Method deseninin amacı nedir?"
"d2c68d0d-d40c-435e-a169-3624688b13e2","39f61544-9a2b-4c3f-90ab-2e9419242e84","tr","Observer tasarım deseni ne için kullanılır?"
"26fae210-c823-4941-a372-7ec93e843b0f","023eecc8-d771-4727-97d6-902fee5a909b","tr","Builder tasarım deseni hangi sorunu çözer?"
"3baac2db-ce07-4d1c-beb9-aa98e9964213","08b2d72b-9ae6-44ec-84d7-2b49956c9ceb","tr","Strategy tasarım deseni neyi sağlar?"
"e725f5f9-ee4e-4197-8b59-1ded01b4fe55","1b9984a8-c4ed-4c79-95fc-ea6c4f907b1a","tr","Decorator tasarım deseni ne yapar?"
"44957c1e-0601-47a1-af14-58373adc213e","62384ca2-ed89-424c-9851-de07a5ecffb8","tr","Adapter tasarım deseni ne için kullanılır?"
"b257995e-8334-4c41-893c-9333d559bb31","89ed2255-e9d6-4408-b1a9-82cef5353641","tr","Dependency Injection tasarım deseninin temel faydası nedir?"
"243df05d-e979-49f7-8813-6fe5d302fa2d","a1062f37-7f84-4886-b529-4134c1fef556","tr","Facade tasarım deseni ne yapar?"
"89bdeb31-8ab1-43ef-9edc-c0dd1f472b02","8dd37cab-86b2-4f42-8feb-29c276194655","tr","Command tasarım deseni neyi encapsulate eder?"
"715f7a15-4996-410b-a085-c4ea938aa74c","e978adee-1864-404e-a414-2e7a5c5defad","tr","Tasarım desenleri hangi üç temel kategoriye ayrılır?"
"d034823f-7d0e-4157-bdfc-156663c84fc9","b59b21e2-64e6-4b9a-9ceb-f92038cb7592","tr","Prototype tasarım deseni ne yapar?"
"d588ee63-12db-49d5-91d7-b56714a054b1","055ea08e-d72a-4d80-bfae-6e0f99b953c1","tr","Proxy tasarım deseni ne için kullanılır?"
"0dfb4ca8-869b-4b12-a419-8a8417a97751","505ea324-1820-4733-8b18-1a9681182180","tr","Template Method tasarım deseni neyi tanımlar?"
"8b600102-3d7f-4ecf-a640-7f0dd468ad2f","f4c50d7b-7598-4a85-a035-d1edb960e2a9","tr","Chain of Responsibility tasarım deseni ne yapar?"
"8d749704-93f1-44a3-893a-88847cf377f5","bb035698-97d3-4f8b-99c8-eee31e5e1730","tr","State tasarım deseni ne için kullanılır?"
"37997ea8-5593-4ada-ac99-f9bd03219d60","f39f5e47-8bf4-444c-bb18-b1595885ce93","tr","Abstract Factory tasarım deseni Factory Method'dan nasıl farklıdır?"
"d263859e-03b2-401a-8f32-f3b9a7e8865d","8c749f3b-7578-4749-bb50-0f54c14f2880","tr","Anti-pattern ne demektir?"
"3986ce19-7c16-41d0-80ce-deca64d4f4b7","fab1d713-8ac1-4bdb-905f-81c5b78bb258","tr","Composite tasarım deseni ne yapar?"
"de893fea-a15d-4aab-a989-579a35237c9c","4c698f2e-f7a9-4353-b2a3-c76e2baac26b","tr","Tasarım desenlerini kullanmanın temel faydası nedir?"
"e045a180-9443-41de-9e7d-ef7ad6bda98a","79011b84-203d-42d4-87a3-32aee649f4a9","tr","Binary Search hangi koşulu gerektirir?"
"7be2543a-f4cb-4d29-a209-11db692d42fd","063c2828-e929-47c0-be6b-b9f3a46090b4","tr","Binary Search'in zaman karmaşıklığı nedir?"
"d6db9112-14b6-4428-9e53-40507ce0c11f","602fffab-19e1-46c9-8e3a-db742321b40c","tr","Linear Search'in zaman karmaşıklığı nedir?"
"64a4d943-5629-4718-859a-9d5a8525ce6d","4cdafa10-47ba-4e82-b0bc-6eda26d7ab68","tr","Binary Search Tree'de (BST) sol alt ağaçtaki tüm düğümler neye göre küçüktür?"
"b5763df9-7dfd-4047-af0d-9720674e0802","41f49e33-00b0-46e6-921f-b3b2c80edee3","tr","Depth-First Search (DFS) graf/ağaç gezintisi hangi veri yapısını kullanır (genellikle)?"
"cbeddc24-4e1d-425e-b9e7-4d69cec196aa","6764afa2-01ab-43b9-a5ae-0597bf52ede4","tr","Breadth-First Search (BFS) graf/ağaç gezintisi hangi veri yapısını kullanır?"
"b898df81-d57f-4e0a-b30d-6e90b26cf10b","bd8a4a06-cbd8-4a09-b0c2-72d44010f5f7","tr","In-order traversal, Binary Search Tree'de ne sonuç verir?"
"32bc2ddb-8d67-449b-998b-722bcbe1cc61","c4a3d395-ab1a-4a1d-af11-3395017040e6","tr","AVL Tree neyi sağlar?"
"4784df5a-a8cb-4b6b-a431-020c2f756832","e7af4b9e-d878-4a20-94be-9a27a111cfb9","tr","Red-Black Tree hangi amaçla kullanılır?"
"44882feb-b2f7-4feb-a563-1101a47abb98","43c2628d-4c80-44ce-86e9-2c425693c891","tr","B-Tree veritabanı indekslerinde neden yaygın olarak kullanılır?"
"467931a0-07a6-4578-8e8b-e99a61133b24","2c1bdbae-9513-4963-a933-c280607b865d","tr","Dijkstra algoritması ne için kullanılır?"
"b04d29cc-8d8a-4d32-859c-29ea2d6de1a2","f83f7b15-a859-47ea-82c9-c352570d9485","tr","Binary Search'i sıralanmamış bir dizide uygularsak ne olur?"
"555b307d-2a41-48a5-a25c-d78c12f1d426","446acd9d-cfe9-44e6-a8ed-c9084e6f402d","tr","Trie ağacında aramanın zaman karmaşıklığı neye bağlıdır?"
"50e63dc9-99c6-437a-8d94-74ffed5eead1","874b45f0-eae2-4661-8fd3-c67a4a9365f4","tr","Heap'te (min-heap) minimum elemana erişimin zaman karmaşıklığı nedir?"
"1fa13504-082f-4176-8625-ede88a57bde1","fbb7c70b-3b58-4bd3-afed-3d115c0b2399","tr","Ağacın 'height' (yükseklik) kavramı neyi ifade eder?"
"b4876bf0-b7d6-43e6-b5ea-302be319a5df","07a885d4-6273-42f2-9f6a-b6d3681c1e69","tr","Pre-order traversal'da düğümler hangi sırayla ziyaret edilir?"
"59639651-7725-41b8-8f2c-892ba78bd456","c586b63e-7dc9-4a20-9a6f-1000c84fd452","tr","Post-order traversal'da düğümler hangi sırayla ziyaret edilir?"
