"id","question_id","locale","text"
"cdc2927a-679e-4f3d-8c86-aba03399f185","78a49eb3-553d-4baf-a54f-4782a05d404c","tr","Maven'in temel amacı nedir?"
"b48ae458-8012-4581-b36a-5dcfaf2ccf80","37fdcb00-a8d6-4149-917e-7d8414bf2a66","tr","pom.xml dosyası neyi tanımlar?"
"01577fcd-28e7-4ef9-ad80-dd36b6f1b78f","c8438c6d-a463-49e5-af99-442ae4f4b086","tr","Maven'de 'dependency' ne demektir?"
"e308c75b-b159-4997-ac11-d01cd78e9d30","094b904e-2220-43f0-a4fd-8194fb37addb","tr","Gradle, Maven'den nasıl farklıdır?"
"14efbdd9-f154-4b6e-8ef9-a3b1798408b4","ea3f1b04-d5c7-4e9e-a737-ef0936df0d7e","tr","Aşağıdakilerden hangisi Maven'in 'build lifecycle' aşamalarından biri değildir?"
"6fcb59c8-d74a-4c29-92d6-3cd23b020d11","1fe020c8-12b6-4c05-a95e-df208fb887aa","tr","Semantic Versioning'de (MAJOR.MINOR.PATCH) MAJOR versiyonunun artması neyi bildirir?"
"afd1e3b2-726b-4b51-bc61-9e75bc06cd3c","8cc34a34-faf0-45e3-8d7f-4649df9b9aa2","tr","Maven repository (local, central, remote) ne içindir?"
"f21c4918-04d2-47b9-a50d-45131b138608","c3a9dccb-a9a4-42a3-8203-cb30e8f9f6fe","tr","'mvn clean install' komutu ne yapar?"
"026e6dba-67e7-41b5-9c31-0a9e8cf763ab","9fd5c4f7-19a6-474a-b9d0-a36b35667d35","tr","Gradle'da build.gradle dosyasının rolü nedir?"
"d487677f-279f-4a85-b799-5f38d8b0db08","2d15eb19-37de-4940-b7e4-1cf95b3b0f66","tr","Transitive dependency ne demektir?"
"cf854006-c90f-4107-a7e3-55206b79ced1","5a52debc-7115-438d-8326-0cbe51df9787","tr","Maven'de 'scope' (örn. compile, test, provided) neyi belirler?"
"8350dca1-c9fb-486d-ba75-ac357ce1bdb2","996d96c2-4bfa-414a-8125-bc38a367375b","tr","Maven'in 'plugin' kavramı neyi ifade eder?"
"8c773621-ece5-4b87-8831-75d4a9030b4f","be7b2112-73cd-4733-8bdc-992ba9f9aa6a","tr","Gradle'da 'task' nedir?"
"1d99e9df-7b03-46f1-8327-7f6855c5a2e3","438614e7-cfa7-42c9-bd69-6c7c1f2a1aa6","tr","Maven'in 'parent POM' kavramı ne için kullanılır?"
"6d27c173-f51c-4a30-8252-fa26bb8bc5b1","bd149e60-cd21-47df-81dc-deefddc7c194","tr","Gradle'ın 'incremental build' özelliği ne yapar?"
"9877e033-78f1-4df7-9749-195530e991e0","7b871b1e-b62b-4087-8cb0-68ccf972433b","tr","Maven'de 'SNAPSHOT' versiyonu ne demektir?"
"93d0c473-4862-4d91-b3f1-bb5be6036d6c","45944112-c693-4f2a-a12a-4fee301ebf83","tr","Build araçlarında 'reproducible build' (tekrarlanabilir build) neden önemlidir?"
