"id","option_id","locale","text"
"00e975a7-637b-48ba-9ec1-563da5959bac","b946ddd7-4536-4a3d-92c9-55d87595c0f2","tr","Kodu derlemek"
"c2125b2d-44be-4b51-b4fa-34eb14b2cfb8","e488a02f-36b3-4f23-a5bb-e341d216477c","tr","Kullanılmayan nesneleri bellekten silmek"
"f24fda0a-a548-4d8a-beeb-8f1631d6f430","0d747be4-1b8d-4096-93e7-c8176d0cc341","tr","Thread'leri yönetmek"
"1ed880d1-21c2-4e8d-be1d-27cf2682f7f9","c74e570d-1709-4e0d-ab76-8390d8869ac6","tr","Dosyaları okumak"
"ce78d119-e9df-4c68-a099-ea84c694afd4","88250391-52d8-4cce-b345-85a7c835f3aa","tr","Statik değişkenler için"
"777bc56a-7d92-4b78-8cb8-2913934679ba","4a13d931-1e30-4c9c-92a2-c29b7ba5389d","tr","Nesnelerin saklanması için"
"108859da-e881-47ed-9043-0a49e79ddefb","00dc5262-68a1-4308-91a2-cbe9d5497eeb","tr","Metot çağrıları için"
"14f2a58e-f4d5-4305-ad4d-9f4898eee181","06fb84a7-2f60-4922-9751-fdcbd7201923","tr","Yalnızca primitifler için"
"85d0554c-bf18-4f81-9beb-f5f78c6e7d49","7f6a5895-584f-4bb8-aa61-06c7597a24e6","tr","Aynıdır"
"40138c69-58a9-4a60-879c-b8cca1fdf762","501c466f-a2f2-45d0-b0e4-7b44c33a578f","tr","JDK geliştirme için, JRE çalıştırma için, JVM ise bytecode çalıştırma içindir"
"bdae2bbd-3eb0-40e0-9902-30c57c178db5","f749e021-4228-45a8-9f15-9ef24b929edd","tr","JVM yalnızca derler"
"3b24c436-f3c1-46ee-9e66-d35e49ab39ad","57ffbcc7-9402-43a4-82c7-7df62eed73cf","tr","JRE yalnızca geliştirme içindir"
"6523c3a5-7539-49fb-bdcd-f10e86563e70","c56be52a-bc37-4c51-8e43-31529d9af599","tr","Yalnızca bir nesneye"
"662146ed-6a4c-4866-9429-ef1a764a2fda","d0105747-92bc-4714-9c28-492eedff296d","tr","Sınıfın kendisine aittir, tüm nesneler için ortaktır"
"e47b3a27-7934-42d1-b2a5-291edaa8756d","8a74a673-7e7f-489c-9d77-5d9600d34eba","tr","Yalnızca yerel bir metoda"
"86156962-5574-4b4e-b313-989f8278e922","0b0bc95d-73b8-4cde-9ad3-51a52b50f197","tr","Hiçbir şeye"
"2beafdd9-7980-490b-bdb8-744e15f370ca","06e6558a-6876-4218-b7e6-db30ec5aa074","tr","Nesneler"
"b4bb15a2-4b45-4ee7-9673-d4a800df20e6","1598023c-437a-47da-a1ea-17e608a533f0","tr","Metot çağrıları ve yerel değişkenler"
"92c73728-d9fb-4f17-b3de-ab3430aadd3c","2e19f5ad-a709-4afd-a290-d478dd0413c2","tr","Statik değişkenler"
"8c7dfb8e-1663-45c5-9c38-d344d3f1b5a3","114d2aa0-c0a2-450c-af1e-b1285fa6d47a","tr","Class dosyaları"
"d944e224-188e-4af2-9468-7a4d1f0b049e","70ddb25a-707b-40f4-9e28-09568bb4d104","tr","Değişkenin değeri bir kez atandıktan sonra değiştirilemez"
"db76f7e3-53a6-4825-bec0-b3d11c452f5b","9c46c6fd-e93a-4c88-914a-bede40028ad1","tr","Değişken yalnızca static olur"
"c2e82664-82de-4455-bf3b-200b98702b71","1cf5b74d-a5f7-4a3a-973a-f5dfec4c868b","tr","Değişken yalnızca private olur"
"816a0749-fb60-405a-a157-1d71df0fe04d","438ff4cd-5a93-44b7-9cb9-65cfb544f405","tr","Hiçbir anlama gelmez"
"f7e5c58f-dabc-4f0c-a518-eb62b6305905","b79526f8-d598-431f-b752-d1e4f2047fef","tr","Java'da memory leak mümkün değildir"
"588bd9b3-1fd8-4cee-a9e6-91411da04ce2","fe1a1855-fdf7-4e7e-998e-c0622b878cc4","tr","Kullanılmayan nesnelere hâlâ referans tutulduğunda GC onları temizleyemez"
"dec09af4-fae5-4ddf-ba38-d4adee3d39ec","86a086d3-efbf-4fe6-ad7a-9de6e5cacdae","tr","Yalnızca native kodda olur"
"d217a48c-d997-45e6-b2cf-20a6bc8533bb","72b5519a-3588-42da-88e0-b879effb7354","tr","Yalnızca Stack'te olur"
"e25098c5-a2e3-4c85-8349-6d79c24e16f8","0f772a90-18db-4ffa-a65a-80b5e19279c2","tr",".class dosyalarını belleğe yüklemek"
"a90cffd3-406d-4b1c-a855-a324ee7516b6","8ea7cbc9-6800-416b-992a-711f4665952c","tr","Kodu derlemek"
"2a9e0518-7162-4a47-ae9c-f0735ffc3e39","d3f14761-a1fa-479f-9efc-fe8d73271e6c","tr","Thread oluşturmak"
"c858f316-32ce-4934-bba8-114bd80a4b5a","1cff49e1-d28b-4070-80a7-3277d971668e","tr","Dosyaları okumak"
"950d1085-705a-41b4-a7fc-c1621b48ffb8","3e7fcfa2-c471-4959-b992-dadf3f9cc1db","tr","Bytecode'u runtime'da native makine koduna dönüştürerek performansı artırır"
"9a07feca-fd1e-49cb-95b9-69b4b627fd79","e0d87972-22a9-40f9-b094-d70417756cda","tr","Kodu yalnızca derleme zamanında kontrol eder"
"ab9e8ddc-22c5-42d9-b1e5-757ad2f71f40","2dfe1873-896f-41e2-993f-b34f3e0a1bad","tr","Belleği temizler"
"32f9989d-b721-425e-9744-0583f30ed29b","f615758d-bbb5-462d-a76e-8b0348630388","tr","Thread oluşturur"
"250b4dc1-261f-4461-8a12-a8f095e92b2d","12e82c6b-b0bd-4a91-baf8-8052bd9a8e8e","tr","Sınıf metadata'sının saklanması için (eski PermGen'in yerine)"
