"id","option_id","locale","text"
"0cbcf972-7b46-45dd-b2ed-7602516d7169","d764654c-5ab2-4f2d-b51c-00543ec9c2a6","tr","O(n²)"
"23ab414d-8bf0-4c5b-84ae-298024537704","f11b8a03-80a0-478a-894c-ab9780d423ec","tr","O(n log n)"
"e24a7e38-91b5-4c88-b268-471833991635","0a737df1-9d4e-447d-aabb-e8f47a607fe0","tr","O(n)"
"9d747a2c-0505-49d1-8879-910e9291bcf0","04ec68b2-066c-4309-8079-47c0352fb6e1","tr","O(log n)"
"f4d6a8d7-320d-4085-a023-4fe447011070","b1a9f757-6515-4dcb-9173-84936c70c880","tr","Pivot seçip diziyi küçük/büyük parçalara bölerek özyinelemeli (recursive) olarak sıralamak"
"baa76603-3301-44ad-bb1f-070bcdf18b87","1eabd071-4c88-48c4-adc1-ee76dab178b2","tr","Elemanları komşu komşu karşılaştırmak"
"f4b5e672-c646-48b6-8fa1-0882ef7bb3d9","15331dc5-19b0-4a7b-a00e-e4f8a1d715b6","tr","Heap kurmak"
"fd471d63-60ca-4b10-bcbe-d4f1bd8e4e8e","dce90812-3550-40f1-8243-dc8094cbb3e6","tr","Elemanları birleştirmek"
"cf386ea4-86c2-40a9-ba7c-481e52be0bd3","5cf5b415-a96b-4a55-be45-b0d3dca8ad53","tr","O(n log n)"
"20ac93c8-129b-40d2-8e1b-07bd99e4d4da","7a4b08f0-0f09-41eb-8752-8c69c2c63b50","tr","O(n²)"
"3ce047aa-4ab9-45a8-95bc-7fa6b35b8004","d8888230-440b-42ae-b601-81ff16383ae9","tr","O(n)"
"f365b35b-c644-4eeb-b403-3cfd8db45fca","fc096399-725b-4636-94f5-b4336b356285","tr","O(1)"
"38809abf-b42e-4a54-85c2-7b27df2e8d07","835cce09-cd17-44db-84ff-e7bc3438a37d","tr","Merge Sort"
"2489f891-60b7-4211-842a-3ed703283285","5f3177bd-0102-46ce-a701-5b0547c5485c","tr","Quick Sort (normal uygulamada)"
"f5cc0151-e24d-4755-bbe5-4584a3b2bf68","9e4f3229-8d2b-4b52-9589-e89ab0c45572","tr","Heap Sort"
"4e5fdeef-3ed2-4996-a5bc-691e47de2cb6","fc4856e6-14d2-4b83-9808-f69dbb94c5ee","tr","Hiçbiri"
"5729031a-1130-4de7-808d-56b71ab97ef4","216cf3f0-d00a-4ae5-b4b2-6fd03ecf717c","tr","Küçük veya neredeyse sıralanmış dizilerde"
"4e4b0b79-df45-4ba8-a722-937534b027f7","1900b74c-5553-4d08-ba4d-6185bbc57394","tr","Büyük rastgele dizilerde"
"fc0dedb4-2fc9-4e57-9617-bbade0d8db33","037e2b42-2de3-4c8d-8ccf-40bf99b09362","tr","Asla etkili değildir"
"3ad35362-04b6-4156-b730-fc6bf3cd1c57","2bb5f456-cd6a-48ae-85f5-c9d59e27068f","tr","Yalnızca string'ler için"
"0581390f-1080-45e4-b4ed-1c51b9f4c562","08f32c06-1385-47af-b25a-46c4a908a106","tr","Pivot her zaman en küçük veya en büyük eleman seçildiğinde"
"3af81ceb-0af5-4947-92bb-34f0c6b3dfc0","e92be411-504f-41d5-baf3-a073a6cf5a70","tr","Dizi zaten sıralıysa her zaman iyi olur"
"f6fcab5b-aa7a-43c5-aa4d-01ff44567f1e","5fb382a4-c0bc-456d-b1b8-c25c0c6f017b","tr","Asla en kötü durum yoktur"
"25c1bd54-2634-4340-8f91-5fcd08a06005","4e48b3d6-6dd7-4c55-bc38-29d5aa826b00","tr","Yalnızca küçük dizilerde"
