"id","question_id","locale","text"
"f178de68-8ba5-427c-a4f0-e4e5dfe9f1c8","874f6344-d6c1-463e-af68-44b3488d1171","tr","Java'da hangi anahtar kelime bir sınıfın başka bir sınıftan kalıtım almasını sağlar?"
"f4c6e1cc-12bf-4775-898a-ececd82c4e1c","f16e621b-8aed-4ccd-ac8a-06824bbf7b64","tr","Aşağıdakilerden hangisi Java'da çoklu kalıtım (multiple inheritance) elde etmek için kullanılır?"
"64fde788-4006-4809-adbd-2ee5e215fa18","c6ceaa95-ad71-4a9d-a68c-235c79e83f4c","tr","Encapsulation (kapsülleme) neyi ifade eder?"
"ba40df90-2955-4335-9049-9ef7abbd8b90","c2dd4038-fdaf-4595-80f2-30a4bdafaf5b","tr","Java'da 'this' anahtar kelimesi ne için kullanılır?"
"2a510fac-1437-4bc6-a590-1332d70d83b7","c81b1891-ef0c-4743-bded-ae3a3b20b5aa","tr","Polymorphism (çok biçimlilik) Java'da nasıl elde edilir?"
"2e9beaa1-7e8e-49cf-a189-c0fffc209efd","c9008e25-dd7b-440d-9e6c-0c018a7c50db","tr","Abstract class ile interface arasındaki temel fark nedir (Java 8'e kadar)?"
"e7fe94c6-a0bc-4ded-b420-a12b6dd2e4ae","75957d4a-9f2c-48ca-ad9a-478abd900396","tr","Constructor overloading ne demektir?"
"f07143c1-8189-42b8-bed5-1a76aed730b0","86e8e2b0-272c-452b-866f-00a35852d313","tr","Java'da 'super' anahtar kelimesi ne için kullanılır?"
"76e25319-ef2f-4b40-8157-6c68b9c410ff","7cb14be2-dc51-4535-a1b0-9e43e443897f","tr","Java'da 'instanceof' operatörü ne için kullanılır?"
"02401a58-4ce4-44ae-9da9-8a8dbd50446e","9c54af88-14e8-4309-80aa-abf2d2e81e19","tr","Composition (bileşim) inheritance'tan nasıl farklıdır?"
"18d2ed02-6115-43fd-9853-d7017f00fdab","fc704fbe-b8e2-41a4-847b-8025e35e76e0","tr","Method overloading ile method overriding arasındaki fark nedir?"
"01cd7a12-d907-4098-ba5c-23936f7b28be","d6c22c0b-b44b-4c5e-afe5-1b994d8997a6","tr","Java'da tüm sınıflar hangi sınıftan kalıtım alır?"
"1429c917-1016-479b-8cbf-bbf49abe538e","c5b17820-9182-4f1c-8955-5fe5b11e164a","tr","Abstract metot ne demektir?"
"74f46050-6f21-4ae6-89d0-4d36166f9295","29496ef9-6bf4-4311-9c96-82dcdddd0f92","tr","Java'da 'final' sınıf ne demektir?"
"b1b3740b-9044-408e-a9ac-022b5c108464","534149da-4afc-4ae9-8627-47eb31b2812c","tr","Interface'te default metot (Java 8+) neye imkân verir?"
"f7b03565-55a8-4ad1-862b-d7592a86d8f6","b4a83a4a-275f-4a1d-9a23-11401a4f27bf","tr","Aggregation ile Composition arasındaki fark nedir?"
"aaf95532-e236-4baa-bd15-30bee18a861c","bb5963c3-5dcb-44fa-9193-4dff756bf63d","tr","Java'da constructor override edilebilir mi?"
"a960e707-3f85-43d9-aacd-83203c73a081","f5c88150-6e3e-4039-bf66-23ed1ee94657","tr","Static metot polymorphism'e (runtime) tabi midir?"
"794e38f2-a642-4818-9cdc-8dafc4bd27c9","fd9ca9b7-1c69-48c7-816f-971b48e13600","tr","Marker interface nedir (örn. Serializable)?"
