"id","option_id","locale","text"
"0ad962be-35b7-48d9-82a0-d21ee8058fc1","6eb2cd90-7eb9-4b58-8e61-5049d0c74d8e","tr","Representational State Transfer — kaynak tabanlı mimari stili"
"3a4e015a-3895-4819-8b15-159446dd6b0c","6f077570-e81f-4abb-af47-4dcf50d7e7c1","tr","Bir programlama dili"
"e4c10418-6e63-4063-b26c-5bbce1c82fef","be37ee9c-a476-40ea-a4dd-e10bae87e3ce","tr","Veritabanı türü"
"614eb723-2064-4f70-adfb-78f7638c6a64","89928734-2960-4751-94b9-322f8b66013a","tr","Test framework'ü"
"0bc4abf9-2931-4af1-b5e1-20e8c92e9926","ded6f6fb-30d0-470b-96a4-44ed818b5d55","tr","GET bilgi almak, POST yeni kaynak oluşturmak/göndermek içindir"
"5d688679-42f2-4179-9b3c-c11cd7444ff8","3b394c53-f0a9-4897-9117-0492f49afc50","tr","Fark yoktur"
"2d9fe4e5-c89c-4414-a788-6fc467baf34f","52772662-98b3-43cf-95ec-b3acaa7f9ab7","tr","GET her zaman veri değiştirir"
"3c695cf6-7358-4af6-a3ae-143959f4fe65","f1622ae1-8bf7-40de-8f29-d5e405b6420d","tr","POST yalnızca okumak içindir"
"80f7430b-5998-4c13-aea7-62c83d5d94f3","f0468da5-102a-401c-a911-1d6a3380a047","tr","Kaynak bulunamadı"
"1fef5a5b-71a8-40d2-8900-ba4b9b255e67","44eea64f-90c8-4bc2-9ca7-a1d0dc190c45","tr","Sunucu hatası"
"fb064526-d707-4ccb-a39e-e59c10ad2134","e841be03-27a3-4f14-8cef-b388add4e934","tr","Başarılı işlem"
"7df274e6-d773-454c-9aaf-40885416c147","99650037-c738-44d7-ab1f-d9d63c693356","tr","İzin yok"
"b45ee88e-aa4c-48ad-ba25-7fe0af654685","fae665b4-85de-4d48-936d-be34226e92d9","tr","PUT tüm kaynağın yerini alır, PATCH kısmen günceller"
"910780ea-b632-46e2-95bd-454544b33d65","89cc7401-98b2-4880-ad25-895ed48b8209","tr","Fark yoktur"
"824fdb77-d327-4fe9-a5f4-92c20b74775e","be1eed99-e342-452c-a3ef-dd0735d8d614","tr","PATCH kaynağı siler"
"e199c8bb-6b73-4628-8308-c9c8cc592bef","30273f43-5696-4d4b-ad42-251ff8b5ac04","tr","PUT yalnızca okumak içindir"
"877d699c-60af-4019-8954-b2a44c7a6b98","a1be71c9-d177-4dcc-ab60-53d28031294a","tr","Aynı istek kaç kez gönderilirse gönderilsin sonuç aynı olur"
"27d8e63e-f768-4121-b790-aaa408d007fe","0d62b8f7-bb55-45cc-9bb7-2db0ff3102f9","tr","Sorgu asla çalıştırılmaz"
"8b9d3b80-c29d-49c7-815e-7e6218af02b3","3119b797-a4ea-4e72-bf8e-44471d67c5ab","tr","Sorgu yalnızca bir kez gönderilebilir"
"54558847-5a7e-4868-bbf8-9585cd25c147","3573a20a-b9b4-48c4-9412-158291520739","tr","Hiçbir anlamı yoktur"
"404d766c-dd5a-48a7-858e-170f6caca1e9","bb831f92-b2b7-48ac-a3f3-5cd667a8f8f7","tr","Hafif, okunaklı ve diller arası desteklenen yapı"
"f9febb78-1bda-49ae-9540-4731fd622784","016aef2f-be35-4f5b-9b54-6912db932bdd","tr","Yalnızca Java'da çalışır"
"b4f0a85c-eaeb-4990-bf0c-c7bdf0ae0f8c","4199fdd4-803f-42f0-ae2d-ef0e9620cfae","tr","İkili (binary) formattır"
"51e2f654-6950-4559-9e4d-bd94d3a01798","8a11da3d-d4bf-4c8e-be62-88172252b33d","tr","Hiçbir üstünlüğü yoktur"
"87735365-27af-427e-8d0e-53b22c74c8c3","37a9987c-75ef-46f5-b070-f7e486972e56","tr","HTTP istek gövdesini Java nesnesine dönüştürür"
"a6ded05b-896b-46d5-a7f4-abf837f5e566","6bc3117b-c01e-4c8a-a84f-df3d6b54742e","tr","HTTP başlığını okur"
"27b97f30-3143-4aef-a109-e4b7b6f3741c","629c9b62-8055-4f52-b8a8-bf6a5085e9b5","tr","URL parametresini okur"
"995d4047-8c0f-4659-8846-77faf8eb2057","bc032e72-842a-410e-b8e6-73574e194219","tr","Yanıt kodu belirler"
