"id","question_id","locale","text"
"88b9b171-5d31-4136-a214-e72871bbb260","67809a56-d49b-45b2-aef7-a7ad4675859f","tr","Garbage Collector'ın görevi nedir?"
"1b3a47a8-6d9e-4cd3-81f8-ea6e44d29cd7","6ba52506-8fb7-46f2-aa47-1f3bff239266","tr","Java'da 'Heap' belleği ne için kullanılır?"
"e58d960b-96b3-4b72-a66e-d955bb1f9e56","1f1c2d94-8041-46e3-bef9-ebe49aae8ab3","tr","JVM, JRE ve JDK arasındaki fark nedir?"
"0285075c-cd0a-4140-9d00-6b7bd0722435","bed2a9a5-0be6-43fe-b1e1-efc31a0d3064","tr","'static' anahtar kelimesiyle bildirilen değişken neye aittir?"
"c7c7fa83-9b38-4f62-bc58-cc37a86165c4","def4fd9d-b3eb-49b4-9b57-21d5505c42ae","tr","Stack belleğinde ne saklanır?"
"95f3a213-5c0b-4ba7-ad3b-b4952be197fb","744cf480-c47b-46fa-96d8-9fa3d584abd4","tr","'final' anahtar kelimesi bir değişkene uygulandığında ne demektir?"
"ee6598b6-a2f2-4b26-9fef-bcbb9ec4d4dd","528eb9d9-69d2-4c55-ba1e-88f9212228c9","tr","Memory leak Java'da nasıl oluşabilir?"
"4f5005a2-3932-4604-8b75-4f5ef51a8023","a7c8f8ad-c6a4-4c3d-9c81-0c08e2117b45","tr","Classloader'ın görevi nedir?"
"ca60b213-fad1-401c-b76e-891c70c24873","318d00a6-181c-41d8-aa07-1268e77e89ba","tr","JIT (Just-In-Time) compiler ne yapar?"
"0491348d-4ba4-4b7f-9387-301d416f199e","c5842c3a-6230-4704-ba6a-96268bb49f97","tr","Metaspace (Java 8+) ne için kullanılır?"
"231812e7-3f00-42af-9bf7-ff7a115410b9","3825c81e-07df-4a5d-9f01-cb1075c903bd","tr","Young Generation ve Old Generation, Heap'te neyi temsil eder?"
"5d3ee61d-e296-4218-ba75-08802f5eed76","15970f30-241d-42c3-aabd-d1bdda2190bc","tr","Minor GC ile Major (Full) GC arasındaki fark nedir?"
"b71cba25-ad3c-4207-ac51-296bf09e4ecf","104a9191-2acf-47a7-9b1c-9faa405f00bc","tr","-Xmx JVM parametresi neyi belirler?"
"feb6ef2e-7e0b-43f1-86bb-7718edd94177","cfd4a06b-8e05-465a-8784-379b5708617b","tr","OutOfMemoryError ne zaman oluşur?"
"65f53e80-820f-437e-a301-d2e631ef7de6","2749c5b3-bc76-41c7-a25d-017ac9ab650f","tr","Java'da 'escape analysis' ne yapar?"
"e32691eb-2ab1-4cd4-9170-5eba92ec9119","d2250656-4f8e-4721-8baf-57b55a77762f","tr","String Pool hangi bellek alanında saklanır (Java 7+)?"
"805076c8-4797-4e33-b2a6-41153d3aa617","97d505fa-f268-4c33-8fc7-058344ebeec6","tr","GC 'stop-the-world' duraklaması ne demektir?"
"61e0cf48-dd6e-4ab8-8b1c-92b98ec76db5","1faf453f-d79e-4f3f-99ad-0d575d644634","tr","G1 Garbage Collector'ın temel amacı nedir?"
"c75d44b7-4bf9-4257-97a0-530c9bb16288","a6482004-9555-4f6c-8942-8bab04e09c60","tr","Java'da soft reference, weak reference ve phantom reference'ların temel farkı nedir?"
"7a88f256-2e95-42cd-8860-d6ae7e318bec","0d6e8220-9f74-4510-9a61-69fcab46776d","tr","Java'da 'compact strings' (Java 9+) optimizasyonu ne yapar?"
"4d1d526e-4799-4bdc-87ef-92f3e8526312","09a3b2f4-3377-4f7e-9a0d-cfd83fcf6317","tr","JVM performans ayarlamasının temel amacı nedir?"
"02e002db-ae99-4747-9181-b8b4d55c391d","be4bb9c3-40f4-4367-b490-d71c02c936a9","tr","-Xms ve -Xmx parametrelerini aynı değere ayarlamanın faydası nedir?"
"c12bb85d-ca96-4bab-b841-990b00e6bec4","27e593f3-042d-494e-aa6c-bc8e9203689b","tr","JVM profiling araçları (örn. JProfiler, VisualVM) ne için kullanılır?"
"0d63fe20-854d-43b5-9171-37574e21552c","5893f714-b7e0-40e7-ab82-e994e4cb0a13","tr","Thread dump nedir?"
"765f42a3-6994-4908-b6e2-dda886f4b84b","6e4a19d9-2c1e-4fa6-8b0f-75d88d603446","tr","Heap dump ne için kullanılır?"
"02085f5c-cc8e-4f56-a227-f405b9ce1110","3d269505-c3b9-482b-8e3b-4acbf5ea422f","tr","JVM warm-up ne demektir?"
"79c6fc26-97bd-4a74-9a44-28cc58194f7a","2c2ddd7a-7029-4b8e-bee5-f255939b65de","tr","Hangi JVM parametresi GC algoritmasını seçmek için kullanılır?"
"dd0d5c9c-76a2-486b-8583-5b12e3ecb79e","d344fa03-57d6-4e5a-b29a-4b46d23cd78f","tr","Throughput ile latency arasındaki fark performans ayarlamasında nedir?"
"d8b277ac-5ba4-4c07-8dc7-4af74d0e8fac","84d9e70e-0a04-4e68-b480-91568ca3e851","tr","JMH (Java Microbenchmark Harness) ne için kullanılır?"
"acc19e31-8f5c-40a9-a6d7-5906388dd8cb","00fccdbe-a8cd-4087-b268-d487773631c0","tr","JVM'de 'GC pause time' izlemek için neden önemlidir?"
"2ef96bec-ecfd-412a-9f0c-97f7be9a988e","4f3dc876-faf9-485d-8446-a222aa911342","tr","Object pooling ne zaman performans için faydalı olabilir?"
"2c5c6b2c-4b14-4bb9-89a3-bfc1730921cc","1e0f9233-99ea-414d-84f0-8f35a05bfbba","tr","CPU profiling ile memory profiling arasındaki fark nedir?"
"693438c5-99ba-4d97-ba9d-2cdbf25f9903","fee255b0-9fed-4d44-b898-7121f09bc31c","tr","String birleştirme (concatenation) döngüde (loop) neden performans sorunu yaratabilir?"
"45b42175-7165-4305-8ca9-2dc71fbe829f","3b6f16fa-75fc-4bfa-b8d9-40562c5173e3","tr","Lazy initialization performans açısından neden faydalı olabilir?"
"7073089d-9b8d-4deb-a46f-7778ede48305","6e23479b-2537-43f6-ab7a-be26cf253c29","tr","Autoboxing/unboxing performans açısından neden dikkatli kullanılmalıdır?"
"57bfdc48-62da-4f87-8841-24fb1f073eb1","0fb558e4-be3c-4fa8-9f43-fab1c0e0a065","tr","JVM'de Just-In-Time (JIT) compilation'ın tier seviyeleri neyi ifade eder?"
"8e5e1ac8-5fd4-4b9c-91ef-f42fbef5e0b1","de43b17c-0871-4e06-bae7-84ce2e91d8bc","tr","Connection pooling performansa nasıl yardımcı olur?"
"3621cc1f-7e3c-4faa-97f1-5de60b0332d4","b349e2c1-1ac1-4f08-adc7-2f6c942f5b76","tr","Hangi araçla production ortamında canlı bir JVM'e bağlanıp metrikler izlenebilir?"
"3573331c-1260-47f2-8393-41086be43fb5","e1f82857-e8be-4acd-ab83-59e6c4e03bbd","tr","Excessive logging (aşırı loglama) performansı nasıl etkileyebilir?"
"a414384b-3183-4353-af16-865e2e2244de","3a4a88c4-1c0c-472e-99f2-f9ddc586f4a7","tr","Performans ayarlamasında 'premature optimization' neden riskli sayılır?"
"23abf976-4476-4494-9041-cd02e9dd1592","30e3a645-cfd8-4e3b-8c25-2fc0e23b9afc","tr","Code smell ne demektir?"
"be49c92c-aab9-4fb3-99e0-12759a11e8b7","eee4e2a3-c7a9-495d-a3de-ea60ab310c13","tr","DRY prensibi neyi ifade eder?"
"3a4d0017-1498-48b5-bfdc-2c460c6fe39f","e012cf37-db23-4347-85ac-89708bfb653d","tr","Code review'un temel amacı nedir?"
"b77a382e-06f1-4d9d-b58c-541e2aabe79b","6999638b-7e1f-41b5-9ae8-947a9d2ed973","tr","Refactoring ne demektir?"
"0a9bf3c1-105d-49e2-97fa-a93f7194bd64","de2c5162-12db-40cc-a21d-7aed32806498","tr","Cyclomatic complexity neyi ölçer?"
"fee8e310-0f4c-469c-ad99-b2192b44cc30","20b77d43-8b6e-41d8-b800-1a180cc143e3","tr","YAGNI prensibi ne demektir?"
"219e0716-7264-4360-9055-ff2c6086a7ad","97b7ddb2-8e06-4b13-9c3a-08596b692c9d","tr","Static code analysis araçları (örn. SonarQube) ne için kullanılır?"
"e3777e18-7233-49cd-a68d-3c4f1742c77d","6bfebeb9-fbbe-42a8-9264-5cdac7b97586","tr","Magic number ne demektir?"
"2f2225c9-9d59-449c-b7b7-25f4b524cd9a","22c61cbc-b012-4035-b292-dfd0bb89c712","tr","Technical debt neyi ifade eder?"
"a8b5e52e-0add-4a14-8625-4634ee10bf68","30d0800c-99ca-4915-82ea-775e5b2eb1fb","tr","Pair programming'in avantajı nedir?"
"3a343071-ed82-4c68-9197-32f5bff8018c","d401a5eb-588b-4338-81ea-6a671aece74d","tr","KISS prensibi neyi ifade eder?"
"4c2c35a5-4f37-4ee7-bf28-9755054e31da","424100eb-5fb0-45e4-b502-a847d5e39fc0","tr","Code duplication (kod tekrarı) neden bir sorundur?"
"486b4cce-c39d-4b1d-8921-47ba643a3155","80975fa0-d8f4-4ed2-ad63-0c8d04e10c4c","tr","Naming convention'ların (adlandırma kuralları) kod kalitesine etkisi nedir?"
"aff02afb-3d6c-48b1-8691-ed00882d1cb4","ebb8a1f9-d293-4d81-b464-d3e5e30ca25d","tr","God Class (God Object) anti-pattern'i nedir?"
"26006d9c-288a-48f8-8d09-383700cc0cde","3c34deb6-97c7-4b07-9cb1-18ca6b0ab3ed","tr","Boy Scout Rule (izci kuralı) programlamada neyi önerir?"
"2e9f49d4-f237-48a8-a7a7-e3340ba87b26","1e9bd00d-191d-4cb8-908e-1b18353d3e18","tr","Linting araçları (örn. Checkstyle) ne için kullanılır?"
"debe4e74-5eb8-4c6b-b114-7520065e3267","f400fa41-c909-4967-bfa0-9b8784d6b58c","tr","Clean Code prensibi, yorumlar (comments) hakkında ne söyler?"
"484ba173-1d50-4da9-9c68-0d904febb98b","414c96b0-9506-451d-b372-3bd070b20854","tr","Feature Envy code smell'i neyi ifade eder?"
"49bf2dab-292e-49c4-a0f1-3bc2aae11d30","42613431-69a1-46bc-b5c0-1eb2fb04631d","tr","Continuous Integration (CI) kod kalitesine nasıl yardımcı olur?"
"5faec2e2-5e77-46b1-87e9-178f866b4ddb","e4a82a94-faca-41b7-a996-f592e5d47f1f","tr","Kod incelemesinde (code review) 'nitpicking' ne demektir?"
"7d40497e-6410-4bcb-b51d-f7866e6d3afa","62fe82aa-124a-403f-98f4-d312248327f8","tr","JDBC nedir?"
"0facbe9f-ce58-45d3-a29a-06dc07538806","15c0cef6-871d-4da2-9af4-27f29afd137f","tr","PreparedStatement, Statement'ten nasıl farklıdır?"
"8a388b83-39d4-4d9c-9f2c-5d899b29249c","a512aa04-6e46-4eaa-a0e5-b06111e420bb","tr","Connection Pool ne için kullanılır?"
"eb0059f8-fd46-433a-8744-1a69e48586e7","e8462acc-2340-4ac1-8099-4855d6a8fa81","tr","ORM (Object-Relational Mapping) nedir?"
