"id","option_id","locale","text"
"25f6cc07-9639-4046-a922-cada28702daf","b9da24fe-6023-4062-98d4-ed44ede047fb","tr","Oluşturulduktan sonra durumu değiştirilemeyen nesne"
"84ef43f0-460b-4cda-92fc-154bbede93fc","2883f6d2-8ad8-4f4d-a406-adc9aed859f7","tr","Silinemeyen nesne"
"0eb44573-e351-4324-8461-3367c30f8fce","00c993cf-dfc8-4498-b496-36a7c1125db2","tr","Statik nesne"
"62ee0011-46c9-4d6c-8a1d-012a49725363","2db4e492-b83b-4aab-9481-c5e307ef3557","tr","Final bir sınıftan oluşturulan herhangi bir nesne"
"137fcd5b-c58d-414f-81a1-5bf78001e5cf","c5e2f045-a559-4511-bb5d-fd610ff36825","tr","Sınıfı final yapmak, alanları private final yapmak, setter yazmamak, mutable alanları koruyarak döndürmek"
"9c1d73fd-b488-47d4-8802-bfc54974afb9","1836f3ca-93d1-4f5d-9794-8be26c523ab0","tr","Yalnızca sınıfı final yapmak"
"01f9f96d-ce34-411a-aa99-b3a99c68a9c9","f5317336-0a40-4b53-9637-5ca9f860593d","tr","Yalnızca getter yazmak"
"be1cef8f-183b-4360-a4b1-abded4c269d0","13ab823e-c5f3-4511-a857-b105db442bd9","tr","Hiçbir özel adım gerekmez"
"2cfe86cd-03d5-4a26-819d-8231aa833982","01ef1d92-8aa8-4bdb-b3da-419e615c9cee","tr","Durum değişmediği için senkronizasyona ihtiyaç yoktur"
"3626ea37-696b-4eb9-9fab-8851af12e4f2","36811076-56fd-4f5f-bef5-a59fb9a25b72","tr","Daha az bellek tutarlar"
"329f554f-0025-48d6-ac00-ec15e27e0298","c2397063-1095-4ee9-a638-95d67beb3fff","tr","Daha hızlı oluşturulurlar"
"9f3c3817-de0a-42a8-b354-9fae1c3c2cbf","194abec6-6594-4d8e-bd26-a4b1ecf96548","tr","Hiçbir avantajı yoktur"
"0636f265-ecee-4b29-9841-9d8665df2ef1","0b8e099e-9357-4f40-aa74-4e23875177cb","tr","Immutable bir sınıfta mutable iç nesnelere (örn. List, Date) dışarıdan değişikliği önlemek için"
"964189d6-c83c-453d-ab68-6a96ebffc1aa","dff2ff4f-ec95-43a9-b326-1fd75f3f265e","tr","Performansı artırmak için"
"d057c58c-3df0-48cd-af01-906e3d84fc32","a07dc148-56d2-4b95-823a-7a64263823ec","tr","Belleği azaltmak için"
"cc7cbe5f-59de-4179-b9f6-f6ad2ed1cf57","885d7ea2-8b68-4482-a763-d3f218df932e","tr","Hiçbir amacı yoktur"
"de445e75-c647-40d3-9b23-8853ac2790d6","1e1be420-a0e8-4979-889f-2e8ff3c606bc","tr","String"
"407d62fb-f907-4ae0-992d-1263e07eb9be","09688d28-b9f1-40a0-89d5-e50e1311c3d0","tr","StringBuilder"
"2e76704f-1104-4f05-b3a7-27b863ef45aa","4d7447c4-3be3-4241-a8cb-94f83a69d0b4","tr","ArrayList"
"7865d3ec-f5f2-49fa-a689-df5c6db45143","495c6a63-10a8-4a41-8e4e-258ae157cb56","tr","HashMap"
"824e08c5-56c9-4b28-8d9b-230d3b5f4aeb","0d402a3b-750c-4e08-9ba2-35b3542f7c23","tr","Her değişiklikte yeni bir nesne oluşturmak gerektiği için bellek/performans maliyeti"
"ed82e6c7-afa5-4ea9-9eb3-87966b72f437","2fdb5527-e2a6-4a94-bd0a-a42184825618","tr","Hiçbir dezavantajı yoktur"
"16628b61-e33e-462d-ad79-7af07854801c","545527a8-5618-42ba-af67-d275b4f04dd6","tr","Thread-safe değildirler"
"666bdeca-416a-456d-acf0-cffe7f3c5341","f1021c09-3b68-4773-aa7e-36f7264950c6","tr","Serileştirilemezler"
"5e60a7bc-ddb8-4572-9d6b-0fe6506df6ce","30637c15-0f93-4c48-b8dd-3304ba3f0183","tr","Bileşenleri varsayılan olarak final'dır ve setter oluşturmaz"
"54f590cb-a881-494d-8380-715ca7562f7c","ee5a8007-0a1d-4340-850d-5c5984893efa","tr","Mutable'dırlar"
"cc1a10fd-c0e5-402d-8e8c-fd26e55f3bc6","11ad6b6e-bbef-424c-8e82-a29ddc623c9b","tr","Hiçbir ilgisi yoktur"
"dfd90364-3c69-4210-8c01-f1e70838529a","7343d251-2553-4bbd-8803-9429004b6a04","tr","Yalnızca static olabilirler"
"c0020679-96ce-4d0f-87fb-30c3941eec0a","34a68eea-b134-418c-9747-87710bb899a2","tr","Sınıfın extend edilmesini önleyerek alt sınıfın mutable davranış eklemesini engellemek"
"84e550f9-6cd7-46d9-b95d-6e0a83e896ae","53e7adaa-fe8c-41e1-a3a2-3fd9fecbe351","tr","Performansı artırmak"
"9cf0ff52-be5f-4d86-bddb-4cfaabaabd54","6ecaae12-c870-4a40-ad93-4e3119b443c7","tr","Belleği azaltmak"
"71ef7c55-73a1-430b-80d8-55122d19b641","381d4e15-348d-4a3b-9f2c-429f169a08ae","tr","Hiçbir rolü yoktur"
"99b6a1b2-99b7-4525-88e7-61515dfca410","ff7144a4-8017-49a5-9fc7-e94d3db5b104","tr","Birden fazla parametreyi adım adım belirleyip sonunda immutable bir nesne oluşturmaya imkân verir"
"ba495dd7-5dbe-4e23-8d93-c45b0a256055","3f970efc-f9e3-4e4a-a53d-9501e9532091","tr","Nesneyi mutable yapar"
"17a46627-e9eb-49fd-9364-c40d7c205ca0","444f565f-284d-41a0-b8ad-c48f6b3abc47","tr","Hiçbir yardımı olmaz"
"ed862df4-ed7e-4871-8a77-02c5ddd5a301","f6fa21dd-a65a-49d8-8b33-bbe65bc813b0","tr","Yalnızca basit nesneler içindir"
"b7194762-c9f6-4128-a50a-6f24f5670be1","e4d31e64-2ce8-4799-9845-2a3f9d511e7e","tr","List.of(), Set.of(), Map.of()"
"bb86082e-2bd5-444c-b93f-40222e17b3a4","a87c4f89-2002-46fb-8da9-8f914c47c917","tr","new ArrayList<>()"
"0abcd9a5-64dd-40de-80ae-f92c1cc681d4","b9643909-cab3-4aeb-b65d-1dacef6508ad","tr","Collections.mutableList()"
"878e76d5-cb6d-4aca-9a47-4541e1b53943","83033eef-6053-4de8-8a86-7dfc4613005a","tr","List.create()"
"b1678a87-2a59-4225-97d4-0482442ea1ce","2fccc40c-89e6-4c8d-8145-c18efa38e179","tr","hashCode() değeri, nesnenin ömrü boyunca sabit kalır"
"c21666f3-e0cb-486b-8e90-a71e4b88b501","7141e527-7439-4459-bcbd-4c8c235fd450","tr","Daha az yer tutarlar"
"5b8cc01d-33d2-45e4-ae9e-08e896ae7131","10e74780-c6ff-4350-9cc2-a2e3be2cf321","tr","Daha hızlı okunurlar"
"4ca184ff-0d29-43d8-9241-cd10bacde5bd","f3c7ddb7-a958-44a8-b590-0a4e436efe27","tr","Hiçbir nedeni yoktur"
"8268a785-6791-41f6-a26e-30faa520e0d9","01ef468f-76e2-414a-904f-c774a31a9bee","tr","Orijinal nesneyi değiştirmeden, değiştirilmiş alanla yeni bir nesne döndürmek için"
"1c336c06-0125-4e67-8ef1-28fa5144b322","45abd5d5-23f5-40e9-9a1c-59a9d8461c51","tr","Nesneyi silmek için"
"1966a4d3-2dc2-44f8-8989-4ec7f2f227de","3430dd04-1263-4104-ab71-851aa976c135","tr","Yeni thread oluşturmak için"
"ec510ffe-7a31-487e-aaac-25cad3c8a26c","96354eb6-be87-442c-acf7-3ac2b59037ee","tr","Hiçbir amacı yoktur"
"620a6f0e-edc7-4c5b-a0e6-c376011391b7","5d1c05a6-edb2-434f-9ecc-ab4bad4d897b","tr","Fonksiyonel programlama, yan etkisiz, değişmez veriyle çalışmayı tercih eder"
"82395c73-5e78-46e6-86e6-4abf787ab729","a56d0ade-79e0-41ee-90f5-65906856debf","tr","Hiçbir ilgisi yoktur"
"13c6ee38-43cd-4e37-8685-03396c468703","0168c4ea-fe2a-4fcc-8d6a-70e949a16079","tr","Tam tersine, fonksiyonel programlama mutable veri gerektirir"
"13ecdcb4-7e0e-4170-bd7f-39e69e71fffb","8d7dc5e4-9d3e-4ecc-bd81-9e6d58d95b96","tr","Yalnızca Java'ya aittir"
"66cf8040-40f5-469a-9975-7489fee2e9f6","e291b6e0-317b-4a3b-b832-d0dc41ebfce4","tr","Sabit, önceden tanımlanmış bir örnek kümesini temsil ederler ve değiştirilemezler"
"9887d936-4d4b-4ee3-abe9-600740d9394c","3aa9dcbc-35f1-44ae-afdd-1a8af292a66f","tr","Hiçbir nedeni yoktur"
"f4f83abc-2206-414d-8bd4-f90b0733610d","345eca65-4bfe-461a-9d93-7c7761014bcb","tr","Yalnızca final anahtar kelimesiyle"
"fc60d441-2dc7-4dee-9bf9-31b277414c25","cd40197d-da20-4c26-9e3a-a3056e5fb59f","tr","Aslında mutable'dırlar"
"f279b4f7-011b-4bdc-8e26-c317495aa520","47950a13-115d-40c7-8240-0eed9f4b3ee4","tr","Array'ın kendisi mutable'dır, referans immutable olsa da elemanlar değiştirilebilir"
"2b31eca3-855f-465f-bf0f-75bc79f383f5","d7b9fb96-0ccd-4e61-bf46-0c062853399f","tr","Hiçbir risk yoktur"
"194bf453-0d1b-4957-a0ee-973c8b2828d7","d0a52809-d431-4eb8-a762-71b3c8c28fdb","tr","Array her zaman immutable'dır"
"d4183b3b-6750-473a-b732-410f58bb3e69","6e69647e-e05e-47af-8867-7eff95e2bde1","tr","Yalnızca performans riski"
