"id","option_id","locale","text"
"0320d8ff-3520-4dd8-99b5-99adb956eb12","95e3815b-8f17-4a60-8d3f-39834748fc95","tr","Dizinin boyutu sabittir, List dinamik olarak büyüyebilir"
"368dd8d1-5459-4eeb-a283-22432f22f35b","db3fc00f-251c-4ec4-81ca-e3791ee028f6","tr","Fark yoktur"
"291ac2d1-58da-4ac0-ad3a-49295fee0e01","54e42ff1-e302-425d-9bd4-8b027c4f2189","tr","List yalnızca primitifler içindir"
"c0433d21-1971-497d-b1cb-b621bd289914","4eefb350-1799-4a66-8ba5-533dfc702992","tr","Dizi her zaman daha yavaştır"
"92ca737e-c45d-43b5-bcd8-ddb54a3dc5c1","41036c25-df2e-4ff4-8df0-aeebb2f12963","tr","LIFO (Last In, First Out)"
"bd42bed7-084f-4394-ad72-22c0deaf7d1d","39ec3cdd-413a-4229-aaa5-9481e9f472a5","tr","FIFO (First In, First Out)"
"81bb86df-fbae-48f6-a045-40c735779a11","5f59030b-54d1-4268-8088-eda397b5c3eb","tr","Rastgele çıkış"
"81911caf-e788-49f4-8457-4d99779cb6b8","35f07cf4-acfa-438d-8d00-6ecbdcefdaa3","tr","Öncelik tabanlı"
"cd71a4a8-217a-4250-bf3a-d574f43c7644","fd43e3bf-da38-498e-b771-6be3be2f0921","tr","FIFO (First In, First Out)"
"e3272c0e-ca71-4644-8310-645d5849ffac","a7b0dba3-cb8d-4f51-947d-d5b71db2de7a","tr","LIFO"
"24e08edd-12cd-4f19-b4d8-e2e116936a6d","83473626-4182-40cb-a595-2f42b5b6ff71","tr","Rastgele"
"70ff9196-5f06-40e1-b89a-e2436964dfc8","10d22f20-0566-422f-bc71-1a2a6e1988c8","tr","Yalnızca sıralanmış"
"efc1e1ef-79ed-4972-9a1e-50ce965de872","8b8964fb-cb88-4095-9d5b-3fe618f4e1f9","tr","Ortada eleman ekleme/silme O(1) olabilir (node değişikliği ile)"
"5401f5ae-6dbb-4067-bf8f-3c6cd546ad47","1a52b09e-ff0f-4fee-83d6-d4c4329a06b8","tr","Her zaman daha az bellek tutar"
"283e1957-d7a8-4258-a815-73b1a105d6a1","b3b72eff-d361-4497-bd4f-349b6990c06b","tr","İndekse göre çıkış daha hızlıdır"
