"id","question_id","locale","text"
"9158efb6-b808-4c7f-b13f-66914be47be7","787a86ab-4bf3-4196-a9a5-720972989c67","tr","REST ne demektir?"
"71434031-9d41-43ec-9937-1a52c086c16c","e80ba015-139e-4b24-807a-72dd03a3e972","tr","HTTP metodlarından GET ve POST arasındaki temel fark nedir?"
"fde42fd7-8948-4d36-aed2-de99036d79e2","9a603545-a654-438b-984e-071d67976835","tr","HTTP durum kodu 404 neyi bildirir?"
"11b2dfde-cde7-42aa-b10b-c6dd551f0dcf","485c132e-f284-4966-b09e-6920a2cc79ec","tr","PUT ve PATCH HTTP metotları arasındaki fark nedir?"
"59ca6dec-dcb4-4151-9dd4-a3f6b503ac6b","8b01b528-35c5-400d-b95d-88fecbc7870b","tr","Idempotent HTTP metodu ne demektir?"
"99909076-5ee9-422a-a127-94ba9b050a17","22b7244b-60b2-45ba-b20b-3a00b77a2a60","tr","JSON veri formatının temel üstünlüğü nedir?"
"1f5ea1cb-0455-4fa0-a441-d27cfd6df8c7","a287ac36-cab4-4824-8e57-ad6b45447002","tr","@RequestBody anotasyonu (Spring) ne yapar?"
"a36354a5-06b0-4797-b090-d9a3050b7dd1","376eca1e-4837-4527-9801-c8418cefb77a","tr","API versiyonlaması neden önemlidir?"
"db08a05b-66f7-4709-ac95-1dab9dd2d8ab","43b59165-80ce-4489-a7e8-346957b71ae2","tr","Statelessness REST mimarisinde neyi ifade eder?"
"48a26ec7-57b2-483b-b150-9853dc021d17","b72afe9c-71ac-4b78-b2f9-1389b56d2a50","tr","CORS (Cross-Origin Resource Sharing) ne içindir?"
"3f4675f7-121b-4331-8aa7-e0663857e0fe","be68a63b-3ad7-4f1f-880c-76e261fd911a","tr","SOAP ve REST arasındaki temel fark nedir?"
"547e8d73-38ac-481b-893d-7d79b8c4eecd","0b57bd21-9f84-4ea9-93d4-734bc95afe6a","tr","HATEOAS REST mimarisinde neyi ifade eder?"
"89f94bfe-a466-42d8-8e4f-2aa4cda431ef","cefd366c-af53-4a13-be6a-be131f2910ea","tr","HTTP 500 durum kodu neyi bildirir?"
"9a05af2d-d021-4195-89e6-66c95936a976","88677916-534f-47b9-a164-d831a570c15c","tr","HTTP 201 durum kodu genellikle hangi işlemden sonra döndürülür?"
"128d6bf6-9dd2-4153-b27b-89772ac942d2","c3675af1-2f8a-46be-a461-a7a88062c86e","tr","Pagination (sayfalama) REST API'lerde neden önemlidir?"
"17a3d1c1-bef8-46a2-b87a-e351a2708152","76f6b4b9-d5bf-47d5-9348-26a502cffa46","tr","REST API'de DELETE metodu idempotent sayılır mı?"
"e8a5e544-2d7f-4ee1-8f4e-6ce74cd9c81a","d0f905a2-5484-4da4-b0dd-f0a0959810ba","tr","API Gateway ne için kullanılır?"
"be434ebe-9a1c-4f27-8dfc-6e53086de664","c68e4403-08fa-4c6a-a199-44940ed3c74b","tr","Rate limiting API'lerde neden uygulanır?"
"ff016d25-d425-40e6-92a7-14d355eac6ad","76f27ec2-8409-45e4-9c90-55ad94052e73","tr","GraphQL REST'ten ne ile farklılaşır?"
"d6b6b563-4e58-4029-b74f-53eddd1e7907","65089a98-5d34-4149-802d-744437f239cf","tr","Webhook nedir?"
"e91e0d8b-8e50-4903-a22a-2453d892e7c5","b00480f3-b8fc-43af-8dc1-00a06184c55d","tr","Normalization (normalleştirme) veritabanı tasarımında neyi hedefler?"
"e6dfb867-105f-462a-8f9a-62cbade98345","dba213b2-367d-4f34-85ad-31d216a79101","tr","Primary key nedir?"
"b3e9c603-168c-42ae-b4d6-ac937485f8e7","70cce645-fee0-4d76-9414-80712bdb2d91","tr","Foreign key ne için kullanılır?"
"d33f8751-f000-4900-a8cd-f3d21ac4b4f2","49e16392-b684-4f62-9440-23fee2544484","tr","INNER JOIN ve LEFT JOIN arasındaki fark nedir?"
"dce6f15b-6f83-484e-8a8b-d82b2d15e698","fd19c3fc-7e25-4217-9cf0-1c9dc2935ebb","tr","GROUP BY ifadesi ne için kullanılır?"
"6fa42bb2-d688-440f-959f-b0cfd294bfcd","3ed119a3-85f8-4dc6-9b5b-6e2d1963c09d","tr","WHERE ve HAVING ifadeleri arasındaki fark nedir?"
"67a98dc6-8738-4566-b48d-8274de7b8319","576ce18b-d262-47f4-8503-876332b169bf","tr","Third Normal Form (3NF) neyi gerektirir?"
"02fc2786-749c-4169-8625-ead777442be1","f73b7543-b7e9-46b5-a181-423540cecbf9","tr","Denormalization ne zaman kullanılabilir?"
