"id","question_id","locale","text"
"8b60ee5a-de24-48f0-8f64-848778f20235","083b2df5-ecf0-4381-947a-494665fdd0aa","tr","Single Responsibility Principle (SRP) neyi ifade eder?"
"258d359e-715c-4a19-aac6-e58cadcf5990","f8641315-0457-4fdb-8e94-dddae0d43d0e","tr","Open/Closed Principle ne demektir?"
"a9a79bef-3dc8-4f93-a0d8-52f3c50cd6a1","1451ae88-f0f9-4532-8d4a-33bd71df9804","tr","Liskov Substitution Principle neyi gerektirir?"
"e138bd9c-7474-4b08-9493-5d161c967be9","99d5a536-614c-4f26-95c4-153974df3f20","tr","Interface Segregation Principle neyi önerir?"
"01f8a80a-2af5-49c9-85fa-aa67be561c2f","846dd111-fb10-41ae-866d-05746d1d8c69","tr","Dependency Inversion Principle neyi ifade eder?"
"21299109-155e-4bd1-bdf3-087f19580a31","d97ead7f-106a-4352-aadc-b1d2272bd293","tr","SOLID prensiplerinin temel amacı nedir?"
"35c89576-b930-486e-a62d-321c604563fd","ed482394-2c4b-4778-a892-fc39fe290398","tr","SOLID'in 'S' harfi neyi belirtir?"
"c0f62277-0475-42d0-9e8f-966a8d106024","bb4c590c-471e-4e5f-af6a-761cb63549c8","tr","Dependency Injection, SOLID'in hangi prensibiyle doğrudan bağlantılıdır?"
"d5a43f90-b95a-4ba1-ae4d-056b9e3ef00a","d5386923-0a20-468b-bef2-0bd864f3e7dd","tr","SOLID'in 'O' harfi hangi prensibi belirtir?"
"8cec6456-2d71-49fe-9635-d9100d681d86","9a47bb22-f794-434f-aa1d-05497a9970cf","tr","Liskov Substitution Principle ihlal edildiğinde genellikle ne olur?"
"e2e1a571-da4f-4fac-bdf7-09843868c587","88679912-740e-4c3b-a2db-5bb4ab564e45","tr","SOLID'in 'I' harfi hangi prensibi belirtir?"
"6703930b-ab80-40a6-a511-f7c74942b182","cbd7625d-bd28-4ede-a680-45d698790bf3","tr","SOLID'in 'L' harfi hangi prensibi belirtir?"
"4d4e2583-6b3f-4534-b65f-5367bffbdd7a","f1c5df34-b647-4f4f-a752-41967a41deb2","tr","SOLID'in 'D' harfi hangi prensibi belirtir?"
"0da8c1d2-e62f-480e-ba0b-2924687d3642","3866f185-857d-4141-ac06-8211b22fde9f","tr","Open/Closed Principle'ı gerçekleştirmek için genellikle hangi teknik kullanılır?"
"a7cf203e-9a89-42c4-a7b1-bca45647d057","28d8c2e5-ef6e-4947-9956-e6b323f07688","tr","Single Responsibility Principle ihlal edildiğinde en çok hangi sorun oluşur?"
"38667b0d-ffd0-42c7-86ca-139b3fa764ec","842f7fc1-f87a-453b-b47b-100eb0ae5afd","tr","Interface Segregation Principle'ı ihlal eden koda örnek hangisidir?"
"25a78d60-d6d7-4b0b-8b5f-9ef3b8983a8e","2c4076a8-156f-4647-a386-1da5cd3ecf88","tr","Dependency Inversion Principle'ı uygulamak için Spring'de ne kullanılır?"
"f75aa172-977f-43c3-92de-d7b7e47ffe75","bd8b38fa-f2cd-469d-a11b-48969b26dae6","tr","SOLID prensipleri hangi programlama paradigmasına aittir?"
"73a79ed2-7624-4750-b9f7-234e09564492","6b5a5a17-6e9a-4f6a-8a07-dbf00f472405","tr","Liskov Substitution Principle'ı ihlal eden tipik örnek hangisidir?"
"e47861b1-11b6-4239-9c2a-7db822c5e51f","6d2bbc81-f342-4234-a99e-fc0c8abfd89d","tr","SOLID prensiplerini kim önermiştir?"
"8b98d496-2d2a-4990-a25a-062b0b37a233","ebb7af7e-4d7e-4878-8f47-7ac917c67ec2","tr","Java'da her sınıf hangi sınıfın metotlarını kalıtım yoluyla alır?"
"898d2ab3-239b-4da8-acc9-2a3c1a4ea73c","81d1c542-7c2e-47bd-a219-f3326d360ef0","tr","equals() metodunu override ederken hangi metodun da override edilmesi önerilir?"
"3634d726-899c-465c-b61a-b4456ad141b4","25f3e62b-0d86-4b9f-9206-fa20afc57d94","tr","hashCode() ve equals() sözleşmesine göre, iki nesne equals() ile eşitse ne olmalıdır?"
"32579556-db3d-4df5-85fa-405511578034","49f56237-a66e-4c60-89e1-f001afa742ad","tr","toString() metodunun varsayılan implementasyonu ne döndürür?"
"1f0b0a77-8550-4465-abda-a86c56627c1f","89151d7c-60b6-4f2d-b2a9-372ee3a6003b","tr","clone() metodunu kullanmak için sınıf hangi interface'i implement etmelidir?"
"f4d60f18-5004-408d-8612-734111e08144","3fdedc82-bc27-40ca-92f4-9e8c49b08989","tr","getClass() metodu ne döndürür?"
"c0b51a99-0975-49a4-a241-60d3d18d93cb","447667b0-31f8-4c9e-b1fe-ec76dad3ddc4","tr","equals() metodu override edilmediğinde varsayılan davranış nedir?"
"06465f93-4bce-42d9-ab3f-c4a2bd643621","7ddb8828-e7c4-4cc3-aaee-1e57c41ab426","tr","equals() metodunda neden 'instanceof' veya getClass() karşılaştırması kullanılır?"
"daa88213-cfac-4d62-ae0a-14d8a6f30dfe","0ff0f1cc-6858-4214-a423-685568562e92","tr","finalize() metodu ne için tasarlanmıştı (şimdi deprecated)?"
"c738b582-de02-42d8-a4e7-9656eec9ddad","3e428b5c-d7c7-455c-972e-455813e4a61b","tr","Record'lar (Java 14+) equals(), hashCode() ve toString() metotlarını nasıl sağlar?"
