"id","option_id","locale","text"
"0c23061e-2c0f-4222-aa60-103fe606dbe7","2e3ccc56-93f0-402d-85a6-8aa249a9db0a","tr","Bir sınıfın yalnızca bir değişme nedeni olmalıdır"
"1c728d7c-7b71-4ac5-87ed-f0ec2be47dd0","48da0971-2008-42af-b7f9-cbaa850e7814","tr","Sınıf birden fazla interface implemente etmelidir"
"10dd3f32-158d-4c07-8bf5-20d95f9d5156","d714b2cc-9bfd-4c2e-9170-81a655efa03b","tr","Bir sınıf yalnızca bir metoda sahip olmalıdır"
"b45ea2f6-3660-4a24-ab89-34fe07200367","8da3dc5d-25a4-409a-a516-043d8ba5ad47","tr","Hiçbir anlamı yoktur"
"76fe7c7b-6177-47f2-8cfb-ea250dafafc3","3a7c18b6-afa1-4e0e-95bd-e766775d3ba7","tr","Sınıflar genişlemeye açık, değişikliğe kapalı olmalıdır"
"bb936374-fd22-4b1a-a28f-2ec3fb96dcd8","f367722b-c33a-4350-96b0-508eaf4ad0e2","tr","Tüm sınıflar final olmalıdır"
"7b03922a-4052-489d-973a-feaae19a0f60","f9c65263-7b4b-4d1f-859d-1b8e1ecdf57c","tr","Sınıflar her zaman açık (public) olmalıdır"
"d6cfc63f-98f7-475a-9d92-fda072546db6","8d09dfde-66bb-4de8-89fd-0195e2300d02","tr","Hiçbir ilgisi yoktur"
"930e0fa0-cc05-4d6e-9982-5c3d4eb794de","7d295ef2-477b-4a82-9b62-d43a9cdccbf5","tr","Alt sınıf, davranışı bozmadan kendi üst sınıfının yerine kullanılabilmelidir"
"72257a55-e419-4b19-9709-a15306bdad91","001ddb00-64cb-457a-9790-8e396452f153","tr","Alt sınıf üst sınıftan farklı davranmalıdır"
"e5c89819-fdd6-45f6-a84c-31a4aef69b33","2892edf9-80b5-40d7-b7b2-5bbc141a7a9b","tr","Interface'ler yerine konulamaz"
"d080f764-3933-43e6-8407-92cb71e3bbed","472f15f0-fbea-401d-9eee-3052a7339ba0","tr","Hiçbir anlamı yoktur"
